Team,Player,Position,Matchs,On start %,Goals / Goals Received,Assistances,Total Points,Points Average,Last 5 matchs points,J10,J11,J12,J13,J14,Avg ultimas 5 J,Value
Levante UD,Aitor Fernández,PT,9,60,19,0,34,3.8,"['1', '1', '-', '-', '-']",1,1,0,0,0,0.4,3.090.000
Levante UD,Rúben Vezo,DF,12,80,0,0,52,4,"['5', '3', '4', '8', '2']",5,3,4,8,2,4.4,2.200.000
Levante UD,Clerc,DF,11,80,0,0,35,2.9,"['-', '-', '-', '5', '11']",0,0,0,5,11,3.2,1.590.000
Levante UD,Óscar Duarte,DF,8,47,0,0,26,3.3,"['-', '0', '-', '9', '0']",0,0,0,9,0,1.8,900.000
Levante UD,Mustafi,DF,7,40,0,0,35,4.4,"['2', '5', '5', '3', '2']",2,5,5,3,2,3.4,2.340.000
Levante UD,Son,DF,7,40,0,0,26,3.3,"['4', '3', '3', '2', '-']",4,3,3,2,0,2.4,1.030.000
Levante UD,Jorge Miramón,DF,12,53,0,0,23,1.9,"['1', '-', '2', '3', '-']",1,0,2,3,0,1.2,920.000
Levante UD,Enric Franquesa,DF,8,27,0,0,13,1.6,"['0', '4', '2', '-', '-']",0,4,2,0,0,1.2,490.000
Levante UD,Sergio Postigo,DF,3,13,0,0,8,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,430.000
Levante UD,Coke,DF,1,0,0,0,2,2,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,350.000
Levante UD,Campaña,MD,7,47,1,0,45,5.6,"['-', '5', '5', '6', '6']",0,5,5,6,6,4.4,7.750.000
Levante UD,Melero,MD,9,53,1,2,38,4.2,"['2', '2', '9', '3', '6']",2,2,9,3,6,4.4,4.250.000
Levante UD,Pablo Martínez,MD,12,47,0,1,35,2.9,"['16', '2', '5', '2', '5']",16,2,5,2,5,6.0,960.000
Levante UD,Bardhi,MD,8,40,2,0,40,4.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,2.800.000
Levante UD,Mickael Malsa,MD,9,40,0,1,41,4.1,"['2', '1', '-', '-', '-']",2,1,0,0,0,0.6,1.660.000
Levante UD,Jorge de Frutos,MD,12,67,1,2,34,2.6,"['0', '3', '7', '5', '2']",0,3,7,5,2,3.4,4.040.000
Levante UD,Alejandro Cantero,MD,11,13,0,0,22,2,"['2', '2', '2', '-', '-']",2,2,2,0,0,1.2,780.000
Levante UD,Radoja,MD,7,40,0,0,17,2.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,900.000
Levante UD,Pepelu,MD,7,33,0,0,15,2.1,"['0', '-', '1', '-', '-']",0,0,1,0,0,0.2,560.000
Levante UD,Vukcevic,MD,4,0,0,0,11,2.8,"['-', '4', '-', '2', '-']",0,4,0,2,0,1.2,320.000
Levante UD,Edgar Sevikyan,MD,--,0,--,--,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,200.000
Levante UD,Morales,DL,14,87,4,0,48,3.2,"['4', '1', '2', '2', '-2']",4,1,2,2,-2,1.4,7.130.000
Levante UD,Roger,DL,9,60,2,0,34,3.4,"['-', '-', '-', '2', '2']",0,0,0,2,2,0.8,4.980.000
Levante UD,Dani Gómez,DL,11,20,0,1,22,2,"['2', '1', '3', '2', '-']",2,1,3,2,0,1.6,800.000
Levante UD,Soldado,DL,6,33,0,0,16,2.3,"['-', '0', '2', '2', '2']",0,0,2,2,2,1.2,2.430.000
