Player,Matchs,Goals,Assists
Yassine Bounou,2,0,0
Fernando,2,0,0
Karim Rekik,2,1,0
Marcos Acuña,2,0,0
Papu Gómez,2,0,1
Rafa Mir,2,1,0
Érik Lamela,2,0,0
Lucas Ocampos,2,0,0
Nemanja Gudelj,1,0,0
Gonzalo Montiel,1,0,0
Jesús Navas,1,0,0
Tanguy Nianzou,1,0,0
Thomas Delaney,1,0,0
Óliver Torres,1,0,0
Joan Jordán,1,0,0
Jesús Corona,1,0,0
Youssef En-Nesyri,2,0,0
Alex Telles,2,0,0
Isco,1,0,0
Ivan Rakitić,2,0,0
Iván Romero,1,0,0
Carmona,0,0,0
Marko Dmitrović,0,0,0
Munir ,0,0,0
Alberto López,0,0,0
Marcão,0,0,0
Enrique Valiente,0,0,0
