Player,Matchs,Goals,Assists
Koke,2,0,0
Reinildo Mandava,2,0,0
Jan Oblak,2,0,0
Axel Witsel,2,0,0
Nahuel Molina,2,0,0
Stefan Savić,2,0,0
João Félix,2,0,3
Álvaro Morata,2,2,0
Thomas Lemar,2,0,0
Marcos Llorente,2,0,0
Yannick Carrasco,2,0,0
Saúl Ñíguez,1,0,0
Rodrigo ,2,0,0
Antoine Griezmann,2,1,0
Ángel Correa,2,0,0
Matheus Cunha,2,0,0
José Mar,1,0,0
Felipe,0,0,0
Antonio Gomis,0,0,0
Ivo Grbić,0,0,0
Mario Hermoso,0,0,0
Geoffrey Kondogbia,0,0,0
Renan Lodi,0,0,0
Marco Moreno,0,0,0
