Player,Matchs,Goals,Assists
Édgar Badía,3,0,0
Pedro Bigas,3,0,0
Johan Mojica,3,0,0
Omar Mascarell,3,0,0
Enzo Roco,3,0,0
Roger Martí,3,0,1
Gerard Gumbau,3,0,0
Tete Morente,3,0,0
Álex Collado,2,1,0
Ezequiel Ponce,3,0,0
Pol Lirola,2,0,0
Helibelton Palacios,2,0,0
Pere Milla,3,0,0
Fidel,1,0,0
John Donald,1,0,0
Lucas Boyé,2,0,0
Diego González,1,0,0
Raúl Guti,1,0,0
Josan,2,0,0
Domingos Quina,2,0,0
Alejandro Alfaro,1,0,0
Javier Pastore,1,0,0
Carlos Clerc,0,0,0
Jesús López,0,0,0
Axel Werner,0,0,0
