Player,Matchs,Goals,Assists
Mauro Arambarri,2,0,0
Djené,2,0,0
Domingos Duarte,2,0,0
Iglesias,2,0,0
David Soria,2,0,0
Fabrizio Angileri,2,0,0
Borja Mayoral,2,0,0
Enes Ünal,2,1,0
Stefan Mitrović,2,0,0
Carles Aleñá,2,0,0
Nemanja Maksimović,2,0,0
Jaime Seoane,2,0,0
Portu,2,0,0
Jaime Mata,1,0,0
Moises Par,1,0,0
Ángel Algobia,0,0,0
Gastón Álvarez,0,0,0
Vicente Bellmunt,0,0,0
Kiko Casilla,0,0,0
Diego Conde,0,0,0
John Joe,0,0,0
Alejandro Revuel,0,0,0
Gorka Rive,0,0,0
Alex Rodríguez,0,0,0
